,YEAR,MONTH,DAY,TYPE,PERIOD,SEASON,NEIGHBOURHOOD,Counts
2973,2019,5,1,Mischief,AM,Spring,Arbutus Ridge,1
2974,2014,12,1,Other Theft,AM,Autumn,West End,17
2975,2020,3,1,Mischief,PM,Winter,Grandview-Woodland,12
2976,2018,5,1,Other Theft,PM,Spring,Riley Park,21
2977,2015,7,1,Other Theft,AM,Summer,Kerrisdale,1
2978,2020,9,1,Offence Against a Person,AM,Summer,Renfrew-Collingwood,7
2979,2016,3,1,Mischief,AM,Winter,Sunset,1
2980,2016,11,1,Break and Enter Residential/Other,PM,Autumn,West Point Grey,6
2981,2013,12,1,Other Theft,PM,Winter,Marpole,6
2982,2019,7,1,Theft of Vehicle,PM,Summer,Mount Pleasant,7
2983,2021,2,1,Mischief,PM,Winter,Arbutus Ridge,1
2984,2020,8,1,Theft of Bicycle,PM,Summer,Victoria-Fraserview,1
2985,2013,5,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Spring,Marpole,1
2986,2020,10,1,Mischief,AM,Autumn,Victoria-Fraserview,1
2987,2021,12,1,Theft from Vehicle,PM,Winter,Kensington-Cedar Cottage,5
2988,2017,10,1,Theft of Vehicle,AM,Autumn,Marpole,1
2989,2016,4,1,Theft from Vehicle,AM,Spring,Marpole,7
2990,2012,1,1,Other Theft,AM,Winter,Sunset,2
2991,2015,5,1,Mischief,AM,Spring,Strathcona,16
2992,2015,8,1,Theft of Bicycle,AM,Summer,Arbutus Ridge,1
2993,2017,12,1,Other Theft,PM,Winter,Renfrew-Collingwood,17
2994,2016,11,1,Other Theft,PM,Autumn,South Cambie,7
2995,2014,12,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Killarney,3
2996,2021,5,1,Theft from Vehicle,AM,Spring,Marpole,11
2997,2020,1,1,Theft from Vehicle,AM,Winter,Killarney,6
2998,2015,7,1,Theft from Vehicle,PM,Summer,Riley Park,14
2999,2017,3,1,Break and Enter Commercial,AM,Winter,West End,5
3000,2018,8,1,Theft from Vehicle,PM,Summer,Strathcona,46
3001,2013,7,1,Theft from Vehicle,PM,Summer,Sunset,11
3002,2015,1,1,Mischief,AM,Winter,West End,7
3003,2016,3,1,Other Theft,PM,Winter,Victoria-Fraserview,2
3004,2019,6,1,Theft of Vehicle,PM,Summer,South Cambie,1
3005,2021,2,1,Vehicle Collision or Pedestrian Struck (with Fatality),PM,Winter,Killarney,1
3006,2022,4,1,Offence Against a Person,AM,Spring,Shaughnessy,3
3007,2013,11,1,Other Theft,PM,Autumn,Renfrew-Collingwood,25
3008,2016,6,1,Break and Enter Commercial,AM,Summer,Kensington-Cedar Cottage,2
3009,2017,9,1,Offence Against a Person,AM,Summer,Grandview-Woodland,12
3010,2020,5,1,Break and Enter Residential/Other,PM,Spring,Riley Park,5
3011,2019,7,1,Theft from Vehicle,PM,Summer,Shaughnessy,8
3012,2018,1,1,Break and Enter Residential/Other,PM,Winter,Shaughnessy,7
3013,2022,2,1,Other Theft,PM,Winter,Hastings-Sunrise,11
3014,2021,12,1,Other Theft,PM,Winter,Mount Pleasant,12
3015,2016,3,1,Mischief,AM,Winter,South Cambie,2
3016,2016,6,1,Theft of Bicycle,PM,Summer,Strathcona,3
3017,2013,8,1,Theft from Vehicle,AM,Summer,Oakridge,1
3018,2014,11,1,Break and Enter Residential/Other,PM,Autumn,Dunbar-Southlands,6
3019,2014,6,1,Mischief,AM,Spring,Shaughnessy,1
3020,2022,6,1,Theft from Vehicle,AM,Spring,Kensington-Cedar Cottage,7
3021,2017,2,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Winter,Grandview-Woodland,2
3022,2021,12,1,Other Theft,AM,Winter,Riley Park,1
3023,2019,4,1,Theft of Bicycle,PM,Spring,Marpole,2
3024,2017,7,1,Mischief,AM,Summer,Killarney,3
3025,2016,7,1,Theft of Bicycle,AM,Summer,Riley Park,1
3026,2020,6,1,Theft of Bicycle,PM,Spring,Killarney,1
3027,2019,3,1,Other Theft,PM,Spring,Kensington-Cedar Cottage,6
3028,2012,6,1,Mischief,PM,Summer,Hastings-Sunrise,2
3029,2021,11,1,Theft from Vehicle,PM,Autumn,Sunset,15
3030,2012,12,1,Mischief,AM,Winter,Marpole,3
3031,2012,7,1,Other Theft,AM,Summer,Mount Pleasant,17
3032,2022,12,1,Theft of Vehicle,PM,Winter,Sunset,1
3033,2017,6,1,Mischief,PM,Summer,Renfrew-Collingwood,3
3034,2016,9,1,Break and Enter Residential/Other,AM,Autumn,Central Business District,1
3035,2016,3,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Winter,Kitsilano,5
3036,2014,9,1,Offence Against a Person,AM,Autumn,Mount Pleasant,3
3037,2016,11,1,Theft from Vehicle,AM,Autumn,Strathcona,18
3038,2021,4,1,Break and Enter Residential/Other,AM,Spring,Kitsilano,9
3039,2017,4,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Spring,South Cambie,2
3040,2014,12,1,Theft of Vehicle,PM,Winter,Kitsilano,4
3041,2021,3,1,Break and Enter Residential/Other,AM,Spring,Kitsilano,2
3042,2019,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Victoria-Fraserview,4
3043,2012,10,1,Homicide,AM,Autumn,Victoria-Fraserview,1
3044,2012,9,1,Offence Against a Person,AM,Autumn,Renfrew-Collingwood,10
3045,2021,5,1,Mischief,PM,Spring,Dunbar-Southlands,2
3046,2019,6,1,Break and Enter Residential/Other,PM,Summer,Grandview-Woodland,3
3047,2016,12,1,Other Theft,PM,Autumn,Mount Pleasant,30
3048,2016,12,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Fairview,1
3049,2014,7,1,Break and Enter Residential/Other,PM,Summer,Hastings-Sunrise,4
3050,2015,12,1,Theft of Bicycle,AM,Autumn,Killarney,3
3051,2012,3,1,Offence Against a Person,AM,Winter,Victoria-Fraserview,4
3052,2020,10,1,Theft of Vehicle,AM,Autumn,Strathcona,1
3053,2014,1,1,Mischief,AM,Winter,Victoria-Fraserview,3
3054,2022,6,1,Theft from Vehicle,AM,Spring,Arbutus Ridge,2
3055,2014,10,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,South Cambie,1
3056,2019,10,1,Theft of Bicycle,AM,Autumn,Strathcona,3
3057,2018,5,1,Mischief,PM,Spring,Central Business District,80
3058,2022,4,1,Mischief,PM,Spring,Renfrew-Collingwood,16
3059,2013,7,1,Break and Enter Commercial,PM,Summer,Grandview-Woodland,6
3060,2019,6,1,Offence Against a Person,AM,Spring,Kensington-Cedar Cottage,5
3061,2021,7,1,Break and Enter Residential/Other,PM,Summer,Riley Park,2
3062,2014,6,1,Theft of Vehicle,PM,Spring,Riley Park,2
3063,2014,7,1,Break and Enter Commercial,PM,Summer,Fairview,6
3064,2021,9,1,Break and Enter Residential/Other,PM,Summer,Kitsilano,2
3065,2017,10,1,Theft from Vehicle,PM,Autumn,Kerrisdale,5
3066,2017,9,1,Theft from Vehicle,PM,Summer,Strathcona,32
3067,2018,10,1,Theft of Bicycle,AM,Autumn,Mount Pleasant,3
3068,2022,5,1,Break and Enter Commercial,PM,Spring,Dunbar-Southlands,1
3069,2021,1,1,Mischief,AM,Winter,Arbutus Ridge,2
3070,2017,6,1,Offence Against a Person,AM,Spring,Killarney,3
3071,2012,12,1,Other Theft,PM,Winter,West Point Grey,1
3072,2014,7,1,Break and Enter Residential/Other,AM,Summer,Riley Park,11
3073,2015,9,1,Theft of Bicycle,AM,Summer,Sunset,1
3074,2016,3,1,Break and Enter Residential/Other,PM,Winter,Shaughnessy,6
3075,2014,11,1,Mischief,PM,Autumn,Renfrew-Collingwood,7
3076,2013,3,1,Theft from Vehicle,AM,Winter,Stanley Park,3
3077,2018,9,1,Theft of Bicycle,AM,Summer,Riley Park,1
3078,2012,7,1,Mischief,AM,Summer,Central Business District,33
3079,2019,8,1,Mischief,PM,Summer,Central Business District,86
3080,2013,7,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Summer,West End,7
3081,2015,11,1,Theft of Bicycle,PM,Autumn,Mount Pleasant,10
3082,2013,1,1,Other Theft,PM,Winter,West Point Grey,2
3083,2012,9,1,Theft from Vehicle,AM,Summer,Shaughnessy,3
3084,2019,9,1,Offence Against a Person,AM,Autumn,West End,11
3085,2017,2,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Winter,Fairview,1
3086,2020,5,1,Mischief,PM,Spring,Dunbar-Southlands,6
3087,2016,1,1,Offence Against a Person,AM,Winter,Arbutus Ridge,1
3088,2013,1,1,Break and Enter Residential/Other,AM,Winter,Mount Pleasant,12
3089,2014,5,1,Theft from Vehicle,AM,Spring,Marpole,7
3090,2021,2,1,Other Theft,PM,Winter,Victoria-Fraserview,8
3091,2020,9,1,Break and Enter Commercial,PM,Autumn,West End,3
3092,2016,10,1,Theft from Vehicle,PM,Autumn,West Point Grey,8
3093,2013,11,1,Other Theft,PM,Autumn,West Point Grey,2
3094,2015,4,1,Theft of Vehicle,PM,Spring,Grandview-Woodland,7
3095,2012,8,1,Break and Enter Residential/Other,AM,Summer,West Point Grey,1
3096,2017,6,1,Other Theft,PM,Spring,West Point Grey,1
3097,2022,2,1,Theft of Bicycle,AM,Winter,Hastings-Sunrise,2
3098,2022,5,1,Break and Enter Commercial,PM,Spring,Mount Pleasant,7
3099,2016,1,1,Other Theft,PM,Winter,Sunset,17
3100,2017,7,1,Mischief,PM,Summer,Fairview,4
3101,2016,2,1,Theft from Vehicle,PM,Winter,Sunset,17
3102,2017,9,1,Break and Enter Commercial,AM,Autumn,Musqueam,1
3103,2016,10,1,Mischief,PM,Autumn,Hastings-Sunrise,11
3104,2015,12,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Winter,Strathcona,1
3105,2012,4,1,Mischief,PM,Spring,Kensington-Cedar Cottage,12
3106,2015,3,1,Break and Enter Residential/Other,PM,Spring,Kensington-Cedar Cottage,5
3107,2014,3,1,Mischief,AM,Winter,Riley Park,1
3108,2017,1,1,Mischief,PM,Winter,Renfrew-Collingwood,9
3109,2017,7,1,Theft of Bicycle,AM,Summer,Kensington-Cedar Cottage,3
3110,2017,12,1,Other Theft,PM,Autumn,Marpole,13
3111,2019,12,1,Break and Enter Commercial,AM,Autumn,Kerrisdale,1
3112,2013,9,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Kitsilano,1
3113,2022,8,1,Break and Enter Residential/Other,AM,Summer,Hastings-Sunrise,5
3114,2019,8,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Summer,Riley Park,3
3115,2019,3,1,Theft of Bicycle,AM,Spring,Kitsilano,1
3116,2022,8,1,Theft of Bicycle,AM,Summer,West End,9
3117,2013,6,1,Other Theft,PM,Spring,Dunbar-Southlands,1
3118,2015,10,1,Offence Against a Person,AM,Autumn,Renfrew-Collingwood,8
3119,2014,10,1,Other Theft,PM,Autumn,South Cambie,11
3120,2021,11,1,Offence Against a Person,AM,Autumn,Strathcona,32
3121,2016,7,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Summer,Central Business District,18
3122,2017,5,1,Theft of Vehicle,AM,Spring,Hastings-Sunrise,3
3123,2014,3,1,Other Theft,PM,Winter,West Point Grey,2
3124,2014,5,1,Theft of Vehicle,AM,Spring,Kensington-Cedar Cottage,4
3125,2019,2,1,Offence Against a Person,AM,Winter,Fairview,5
3126,2016,1,1,Break and Enter Residential/Other,AM,Winter,Kitsilano,12
3127,2020,3,1,Offence Against a Person,AM,Spring,Sunset,5
3128,2012,12,1,Break and Enter Commercial,PM,Winter,Strathcona,1
3129,2016,12,1,Break and Enter Residential/Other,AM,Autumn,Victoria-Fraserview,3
3130,2015,2,1,Other Theft,AM,Winter,Arbutus Ridge,2
3131,2018,6,1,Theft from Vehicle,AM,Summer,Shaughnessy,5
3132,2017,11,1,Other Theft,PM,Autumn,Central Business District,284
3133,2012,3,1,Offence Against a Person,AM,Winter,Musqueam,1
3134,2021,3,1,Mischief,PM,Spring,West End,4
3135,2016,3,1,Break and Enter Commercial,PM,Spring,Hastings-Sunrise,1
3136,2019,1,1,Theft from Vehicle,PM,Winter,Renfrew-Collingwood,37
3137,2018,7,1,Theft from Vehicle,PM,Summer,Kensington-Cedar Cottage,20
3138,2022,1,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Winter,Strathcona,4
3139,2022,1,1,Break and Enter Commercial,PM,Winter,Kerrisdale,2
3140,2019,9,1,Theft from Vehicle,AM,Autumn,Kensington-Cedar Cottage,6
3141,2021,4,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Spring,Sunset,1
3142,2016,6,1,Offence Against a Person,AM,Spring,Fairview,2
3143,2021,1,1,Break and Enter Commercial,AM,Winter,West Point Grey,1
3144,2015,2,1,Theft from Vehicle,PM,Winter,Grandview-Woodland,35
3145,2019,6,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Spring,Central Business District,2
3146,2015,6,1,Theft from Vehicle,PM,Summer,West Point Grey,6
3147,2020,7,1,Theft from Vehicle,PM,Summer,Strathcona,25
3148,2020,3,1,Theft of Vehicle,AM,Winter,Marpole,1
3149,2021,10,1,Break and Enter Residential/Other,PM,Autumn,Grandview-Woodland,5
3150,2014,5,1,Other Theft,AM,Spring,Marpole,3
3151,2021,8,1,Break and Enter Commercial,AM,Summer,Strathcona,9
3152,2014,9,1,Theft from Vehicle,PM,Summer,Riley Park,12
3153,2017,8,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Summer,Renfrew-Collingwood,5
3154,2016,2,1,Break and Enter Residential/Other,AM,Winter,Shaughnessy,1
3155,2015,3,1,Other Theft,AM,Winter,West End,10
3156,2016,6,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Summer,Sunset,1
3157,2021,3,1,Mischief,PM,Spring,Kerrisdale,1
3158,2020,3,1,Mischief,PM,Spring,West End,7
3159,2020,3,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Winter,Central Business District,6
3160,2012,9,1,Mischief,PM,Autumn,Kensington-Cedar Cottage,1
3161,2020,4,1,Theft of Bicycle,PM,Spring,Central Business District,16
3162,2019,11,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Fairview,1
3163,2013,9,1,Theft from Vehicle,PM,Autumn,Strathcona,8
3164,2015,11,1,Break and Enter Residential/Other,AM,Autumn,Dunbar-Southlands,10
3165,2014,12,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Victoria-Fraserview,3
3166,2017,10,1,Theft of Bicycle,AM,Autumn,Kensington-Cedar Cottage,3
3167,2014,4,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Spring,Shaughnessy,2
3168,2016,8,1,Theft of Vehicle,PM,Summer,Kitsilano,5
3169,2018,7,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Summer,Hastings-Sunrise,8
3170,2022,3,1,Break and Enter Residential/Other,PM,Winter,South Cambie,4
3171,2013,11,1,Break and Enter Commercial,PM,Autumn,Riley Park,1
3172,2015,6,1,Break and Enter Residential/Other,AM,Summer,Victoria-Fraserview,1
3173,2022,6,1,Offence Against a Person,AM,Spring,Grandview-Woodland,12
3174,2013,4,1,Break and Enter Residential/Other,PM,Spring,Oakridge,6
3175,2017,2,1,Theft of Bicycle,PM,Winter,West Point Grey,1
3176,2017,2,1,Break and Enter Commercial,PM,Winter,West End,1
3177,2016,9,1,Theft of Vehicle,AM,Summer,Mount Pleasant,1
3178,2019,9,1,Theft from Vehicle,PM,Autumn,Dunbar-Southlands,6
3179,2021,5,1,Mischief,PM,Spring,South Cambie,1
3180,2016,10,1,Break and Enter Commercial,PM,Autumn,Central Business District,24
3181,2021,8,1,Other Theft,AM,Summer,Oakridge,5
3182,2014,12,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Winter,Grandview-Woodland,1
3183,2013,3,1,Theft of Bicycle,PM,Winter,Central Business District,12
3184,2013,4,1,Mischief,PM,Spring,Arbutus Ridge,5
3185,2015,3,1,Theft from Vehicle,PM,Winter,Kitsilano,18
3186,2020,1,1,Other Theft,AM,Winter,Sunset,3
3187,2018,11,1,Break and Enter Commercial,AM,Autumn,West Point Grey,1
3188,2014,6,1,Mischief,PM,Spring,Stanley Park,2
3189,2021,2,1,Theft of Bicycle,AM,Winter,Central Business District,5
3190,2014,10,1,Theft of Bicycle,AM,Autumn,Kitsilano,6
3191,2022,1,1,Offence Against a Person,AM,Winter,Oakridge,1
3192,2012,7,1,Theft from Vehicle,AM,Summer,Stanley Park,6
3193,2021,1,1,Theft from Vehicle,PM,Winter,Riley Park,19
3194,2012,5,1,Theft of Vehicle,AM,Spring,Central Business District,2
3195,2013,3,1,Mischief,AM,Spring,Renfrew-Collingwood,5
3196,2022,12,1,Break and Enter Residential/Other,PM,Autumn,Sunset,2
3197,2016,9,1,Other Theft,AM,Summer,Renfrew-Collingwood,10
3198,2020,9,1,Theft from Vehicle,AM,Autumn,Kitsilano,6
3199,2018,11,1,Theft from Vehicle,PM,Autumn,Fairview,41
3200,2022,5,1,Theft from Vehicle,AM,Spring,Riley Park,1
3201,2017,4,1,Break and Enter Commercial,PM,Spring,South Cambie,1
3202,2017,5,1,Other Theft,PM,Spring,Stanley Park,6
3203,2016,11,1,Theft from Vehicle,PM,Autumn,Stanley Park,3
3204,2019,8,1,Theft of Bicycle,AM,Summer,Marpole,5
3205,2017,11,1,Theft from Vehicle,AM,Autumn,Grandview-Woodland,29
3206,2012,6,1,Theft of Bicycle,PM,Summer,Central Business District,16
3207,2016,6,1,Mischief,PM,Spring,West End,9
3208,2013,2,1,Other Theft,AM,Winter,Sunset,4
3209,2022,10,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Riley Park,3
3210,2012,3,1,Theft from Vehicle,AM,Winter,Kerrisdale,2
3211,2022,10,1,Theft from Vehicle,PM,Autumn,Killarney,6
3212,2015,8,1,Other Theft,PM,Summer,Killarney,2
3213,2018,10,1,Theft from Vehicle,AM,Autumn,Killarney,5
3214,2018,2,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Winter,Central Business District,7
3215,2015,9,1,Other Theft,PM,Autumn,Marpole,1
3216,2019,9,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Central Business District,1
3217,2014,8,1,Break and Enter Residential/Other,AM,Summer,Killarney,9
3218,2013,10,1,Mischief,PM,Autumn,Oakridge,3
3219,2018,7,1,Theft of Bicycle,AM,Summer,Kensington-Cedar Cottage,6
3220,2018,7,1,Break and Enter Commercial,AM,Summer,Strathcona,11
3221,2014,6,1,Break and Enter Residential/Other,PM,Summer,South Cambie,1
3222,2022,3,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Winter,Renfrew-Collingwood,4
3223,2019,9,1,Break and Enter Residential/Other,PM,Summer,South Cambie,3
3224,2021,7,1,Break and Enter Commercial,PM,Summer,South Cambie,1
3225,2022,5,1,Break and Enter Residential/Other,PM,Spring,Kitsilano,5
3226,2014,8,1,Theft of Bicycle,AM,Summer,West End,12
3227,2014,7,1,Offence Against a Person,AM,Summer,Renfrew-Collingwood,17
3228,2021,6,1,Break and Enter Commercial,PM,Spring,Kitsilano,3
3229,2015,5,1,Mischief,PM,Spring,Arbutus Ridge,1
3230,2016,12,1,Offence Against a Person,AM,Autumn,Kensington-Cedar Cottage,6
3231,2015,11,1,Theft of Bicycle,AM,Autumn,Kensington-Cedar Cottage,4
3232,2014,8,1,Break and Enter Residential/Other,PM,Summer,West Point Grey,4
3233,2022,7,1,Break and Enter Commercial,AM,Summer,West Point Grey,2
3234,2017,1,1,Mischief,AM,Winter,Kensington-Cedar Cottage,5
3235,2017,9,1,Offence Against a Person,AM,Summer,Strathcona,39
3236,2022,9,1,Theft of Bicycle,PM,Autumn,Central Business District,10
3237,2014,8,1,Mischief,PM,Summer,Central Business District,58
3238,2017,2,1,Theft from Vehicle,PM,Winter,Kensington-Cedar Cottage,16
3239,2018,9,1,Break and Enter Residential/Other,PM,Summer,Renfrew-Collingwood,10
3240,2022,8,1,Break and Enter Commercial,AM,Summer,Sunset,1
3241,2014,2,1,Offence Against a Person,AM,Winter,Fairview,3
3242,2012,9,1,Theft of Bicycle,PM,Summer,Dunbar-Southlands,2
3243,2016,1,1,Break and Enter Residential/Other,PM,Winter,West End,4
3244,2020,1,1,Theft from Vehicle,PM,Winter,Kensington-Cedar Cottage,33
3245,2021,3,1,Other Theft,AM,Winter,Kitsilano,2
3246,2017,6,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Summer,Shaughnessy,2
3247,2015,5,1,Other Theft,AM,Spring,Arbutus Ridge,3
3248,2020,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Mount Pleasant,2
3249,2022,10,1,Theft from Vehicle,AM,Autumn,Kensington-Cedar Cottage,11
3250,2014,4,1,Break and Enter Residential/Other,AM,Spring,West End,4
3251,2018,9,1,Other Theft,PM,Summer,Dunbar-Southlands,5
3252,2020,3,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Spring,Killarney,1
3253,2012,6,1,Theft of Vehicle,PM,Summer,Kensington-Cedar Cottage,1
3254,2019,9,1,Other Theft,PM,Summer,West Point Grey,5
3255,2019,3,1,Offence Against a Person,AM,Winter,Riley Park,1
3256,2019,10,1,Break and Enter Commercial,PM,Autumn,Killarney,1
3257,2021,3,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Spring,Central Business District,2
3258,2018,1,1,Other Theft,PM,Winter,Kensington-Cedar Cottage,22
3259,2022,8,1,Theft from Vehicle,PM,Summer,West End,48
3260,2012,2,1,Offence Against a Person,AM,Winter,Fairview,7
3261,2022,9,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Summer,Strathcona,1
3262,2015,7,1,Theft of Vehicle,AM,Summer,Killarney,1
3263,2012,6,1,Theft from Vehicle,PM,Summer,Central Business District,15
3264,2018,5,1,Mischief,AM,Spring,Killarney,1
3265,2016,12,1,Break and Enter Residential/Other,PM,Winter,Renfrew-Collingwood,2
3266,2013,5,1,Theft of Vehicle,AM,Spring,Grandview-Woodland,4
3267,2017,9,1,Break and Enter Residential/Other,PM,Summer,Riley Park,8
3268,2013,6,1,Break and Enter Residential/Other,PM,Summer,West Point Grey,1
3269,2014,7,1,Theft from Vehicle,AM,Summer,Sunset,5
3270,2015,1,1,Offence Against a Person,AM,Winter,Hastings-Sunrise,12
3271,2014,10,1,Theft of Bicycle,AM,Autumn,Arbutus Ridge,2
3272,2015,11,1,Offence Against a Person,AM,Autumn,Grandview-Woodland,15
3273,2015,8,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Summer,Grandview-Woodland,1
3274,2019,8,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Summer,Kitsilano,3
3275,2020,8,1,Theft of Bicycle,PM,Summer,Killarney,2
3276,2018,12,1,Break and Enter Residential/Other,PM,Autumn,Renfrew-Collingwood,2
3277,2021,8,1,Break and Enter Residential/Other,AM,Summer,Renfrew-Collingwood,3
3278,2022,6,1,Break and Enter Residential/Other,PM,Summer,Marpole,2
3279,2012,10,1,Theft of Bicycle,AM,Autumn,Riley Park,3
3280,2014,12,1,Mischief,PM,Autumn,Marpole,8
3281,2019,9,1,Theft from Vehicle,AM,Autumn,Kerrisdale,1
3282,2014,5,1,Break and Enter Commercial,AM,Spring,Marpole,3
3283,2018,9,1,Offence Against a Person,AM,Summer,Kensington-Cedar Cottage,8
3284,2013,11,1,Mischief,AM,Autumn,Mount Pleasant,8
3285,2018,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Marpole,5
3286,2021,1,1,Theft from Vehicle,PM,Winter,Arbutus Ridge,10
3287,2020,11,1,Break and Enter Residential/Other,AM,Autumn,Mount Pleasant,4
3288,2019,10,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Victoria-Fraserview,1
3289,2018,12,1,Theft of Bicycle,PM,Winter,West End,1
3290,2018,3,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Winter,Mount Pleasant,4
3291,2017,10,1,Offence Against a Person,AM,Autumn,Fairview,8
3292,2022,10,1,Break and Enter Commercial,AM,Autumn,South Cambie,2
3293,2021,10,1,Theft of Bicycle,PM,Autumn,Sunset,2
3294,2014,3,1,Mischief,AM,Spring,Marpole,1
3295,2014,4,1,Theft of Bicycle,AM,Spring,Mount Pleasant,7
3296,2014,12,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Arbutus Ridge,1
3297,2013,6,1,Mischief,AM,Summer,Strathcona,3
3298,2015,12,1,Break and Enter Residential/Other,AM,Autumn,Oakridge,2
3299,2015,6,1,Other Theft,PM,Spring,Shaughnessy,1
3300,2019,1,1,Theft of Vehicle,PM,Winter,Victoria-Fraserview,3
3301,2012,6,1,Other Theft,AM,Spring,Marpole,6
3302,2018,1,1,Theft of Bicycle,AM,Winter,Fairview,5
3303,2015,7,1,Other Theft,PM,Summer,Riley Park,7
