,TYPE,YEAR,MONTH,NEIGHBOURHOOD,Lat,Long,SEASON
3225,Mischief,2021,10,Mount Pleasant,49.2613250614796,-123.08921929155925,Autumn
3226,Theft from Vehicle,2018,8,Kitsilano,49.25960370064847,-123.17198275272963,Summer
3227,Other Theft,2019,7,Grandview-Woodland,49.2811357012306,-123.06185916111674,Summer
3228,Theft from Vehicle,2019,3,West Point Grey,49.26253881009532,-123.18800088902124,Winter
3229,Other Theft,2022,7,Marpole,49.21101647758681,-123.1067041118916,Summer
3230,Vehicle Collision or Pedestrian Struck (with Injury),2021,10,Oakridge,49.23023153898739,-123.1286041651525,Autumn
3231,Theft from Vehicle,2019,11,Strathcona,49.28209171611834,-123.0913248454801,Autumn
3232,Theft from Vehicle,2018,3,Strathcona,49.27834205656705,-123.08854434828623,Winter
3233,Other Theft,2019,1,Oakridge,49.23358558691282,-123.12014895219426,Winter
3234,Break and Enter Residential/Other,2020,6,Victoria-Fraserview,49.22505892940921,-123.05869166501375,Summer
3235,Break and Enter Residential/Other,2020,10,Mount Pleasant,49.26726670356759,-123.10035183639448,Autumn
3236,Theft from Vehicle,2018,8,Central Business District,49.28298428551912,-123.11539671878612,Summer
3237,Other Theft,2022,4,Strathcona,49.2831136859193,-123.09759693607673,Spring
3238,Break and Enter Commercial,2019,9,West End,49.28172617395399,-123.12695209065656,Summer
3239,Mischief,2020,11,Grandview-Woodland,49.28476377688502,-123.06310046614848,Autumn
3240,Other Theft,2022,1,Marpole,49.209750804091776,-123.14055312652218,Winter
3241,Other Theft,2022,3,Sunset,49.21069199319222,-123.09920889068216,Winter
3242,Theft from Vehicle,2020,4,West End,49.28539092708736,-123.12386066910732,Spring
3243,Other Theft,2020,9,Fairview,49.26326048259298,-123.11562589441012,Summer
3244,Theft from Vehicle,2018,2,Victoria-Fraserview,49.22940212614846,-123.06319419749964,Winter
3245,Break and Enter Commercial,2018,6,Fairview,49.25716759576111,-123.12727073019148,Summer
3246,Theft from Vehicle,2018,3,Grandview-Woodland,49.279692065534256,-123.05984968742104,Spring
3247,Other Theft,2022,1,Central Business District,49.28137272036163,-123.11972025412156,Winter
3248,Vehicle Collision or Pedestrian Struck (with Injury),2022,11,Kitsilano,49.2629048390905,-123.15572434445914,Autumn
3249,Other Theft,2018,2,Central Business District,49.28345474018499,-123.10393314019392,Winter
3250,Mischief,2019,5,West End,49.28699975251633,-123.12862355356378,Spring
3251,Other Theft,2022,10,Marpole,49.20448232818127,-123.13170192262808,Autumn
3252,Theft from Vehicle,2020,10,Central Business District,49.28795479724141,-123.11990958872764,Autumn
3253,Other Theft,2021,4,Central Business District,49.28201681453328,-123.12074485438858,Spring
3254,Mischief,2022,2,Mount Pleasant,49.26625425642792,-123.09576721729144,Winter
3255,Other Theft,2018,7,Strathcona,49.270034967307765,-123.09844599813174,Summer
3256,Theft of Vehicle,2019,10,Strathcona,49.2805523039346,-123.0813736344204,Autumn
3257,Theft from Vehicle,2019,5,Strathcona,49.28127469823252,-123.09540650047748,Spring
3258,Theft from Vehicle,2020,2,Central Business District,49.27851912812854,-123.12204664997344,Winter
3259,Other Theft,2020,4,Strathcona,49.28310530835572,-123.0928401194794,Spring
3260,Other Theft,2018,2,Sunset,49.22855756072176,-123.09072478872316,Winter
3261,Theft of Vehicle,2022,7,Strathcona,49.27929066984896,-123.08953615171804,Summer
3262,Other Theft,2018,1,Central Business District,49.28571563401246,-123.11437444052736,Winter
3263,Break and Enter Residential/Other,2021,4,Kitsilano,49.26553113167531,-123.14743290643776,Spring
3264,Mischief,2022,9,Central Business District,49.28255084044673,-123.10466433219943,Summer
3265,Other Theft,2020,10,Central Business District,49.28438477600924,-123.10898718014404,Autumn
3266,Vehicle Collision or Pedestrian Struck (with Injury),2020,7,Victoria-Fraserview,49.23275752026481,-123.04879047713855,Summer
3267,Break and Enter Commercial,2020,5,West End,49.27937773373877,-123.12973884446184,Spring
3268,Vehicle Collision or Pedestrian Struck (with Injury),2018,4,Central Business District,49.28134394517826,-123.09969797311358,Spring
3269,Theft of Bicycle,2021,6,Oakridge,49.21965976437711,-123.11694523893748,Spring
3270,Other Theft,2018,5,Central Business District,49.28413931922135,-123.10759067150708,Spring
3271,Mischief,2019,7,Central Business District,49.28316177824116,-123.11333920325193,Summer
3272,Theft from Vehicle,2022,11,Killarney,49.22076583383357,-123.04753777709904,Autumn
3273,Theft from Vehicle,2021,11,Mount Pleasant,49.27115621286387,-123.10214867817407,Autumn
3274,Mischief,2020,8,West End,49.28564901604719,-123.14265554858883,Summer
3275,Other Theft,2021,5,Central Business District,49.28305575407971,-123.1225263696193,Spring
3276,Mischief,2020,10,Fairview,49.25801449828795,-123.14354214211296,Autumn
3277,Theft from Vehicle,2018,2,Mount Pleasant,49.26057909991975,-123.07953624983158,Winter
3278,Theft from Vehicle,2021,6,Strathcona,49.27031030262097,-123.099369117863,Spring
3279,Theft from Vehicle,2021,6,Riley Park,49.25377125667038,-123.10786171251262,Summer
3280,Vehicle Collision or Pedestrian Struck (with Injury),2021,2,West End,49.2914720666316,-123.13548830508996,Winter
3281,Other Theft,2021,6,Central Business District,49.27625510819957,-123.13124441204886,Spring
3282,Mischief,2021,11,Central Business District,49.276038584182366,-123.10196969526946,Autumn
3283,Break and Enter Commercial,2018,1,Mount Pleasant,49.26463043189818,-123.10488525736764,Winter
3284,Vehicle Collision or Pedestrian Struck (with Injury),2019,7,Hastings-Sunrise,49.28875827503211,-123.0562990876736,Summer
3285,Theft from Vehicle,2018,9,Kitsilano,49.27187839795957,-123.16441130039314,Summer
3286,Theft of Vehicle,2018,6,Dunbar-Southlands,49.23480445455832,-123.1816169002636,Summer
3287,Theft from Vehicle,2021,10,Central Business District,49.27551269834023,-123.11714629963876,Autumn
3288,Theft from Vehicle,2018,2,Fairview,49.2697176853145,-123.13909458694056,Winter
3289,Other Theft,2020,2,West End,49.28037549712398,-123.13131171792908,Winter
3290,Vehicle Collision or Pedestrian Struck (with Injury),2018,2,Kensington-Cedar Cottage,49.23683505743105,-123.07691452009756,Winter
3291,Theft of Vehicle,2019,6,Central Business District,49.2808614047216,-123.10620436393988,Spring
3292,Break and Enter Commercial,2020,12,Central Business District,49.28472695297943,-123.1128603999571,Autumn
3293,Mischief,2019,4,Shaughnessy,49.24536349456911,-123.12767298480384,Spring
3294,Break and Enter Commercial,2021,7,Central Business District,49.27610817181399,-123.13396969653974,Summer
3295,Break and Enter Commercial,2019,11,West End,49.290204004892026,-123.13435877639616,Autumn
3296,Theft from Vehicle,2021,10,West End,49.28585002256024,-123.12685821157868,Autumn
3297,Theft of Bicycle,2019,8,Kensington-Cedar Cottage,49.2562822700127,-123.08315834889868,Summer
3298,Theft from Vehicle,2018,1,Renfrew-Collingwood,49.23997244072849,-123.0301178150312,Winter
3299,Break and Enter Commercial,2020,10,Strathcona,49.28103658718192,-123.08645827759491,Autumn
3300,Theft from Vehicle,2020,10,Sunset,49.21956493970658,-123.08010362563378,Autumn
3301,Theft from Vehicle,2020,6,Central Business District,49.27914346977322,-123.12899621751414,Summer
3302,Theft from Vehicle,2018,9,Central Business District,49.27971040213418,-123.1076296067641,Summer
3303,Theft of Vehicle,2022,5,Kensington-Cedar Cottage,49.25612041086904,-123.0779061572612,Spring
3304,Theft from Vehicle,2022,6,Central Business District,49.29173534419429,-123.12836487509016,Summer
3305,Other Theft,2020,6,Central Business District,49.2785593591878,-123.11560152179496,Spring
3306,Theft from Vehicle,2022,2,Riley Park,49.237027335207856,-123.10800451967022,Winter
3307,Theft from Vehicle,2020,5,Kensington-Cedar Cottage,49.23838930439504,-123.06594697627474,Spring
3308,Other Theft,2019,5,Kitsilano,49.2681590798186,-123.15284319174089,Spring
3309,Theft from Vehicle,2018,9,Central Business District,49.283984321328845,-123.10718829382934,Summer
3310,Theft of Bicycle,2019,8,Mount Pleasant,49.2715486052348,-123.10466400311654,Summer
3311,Theft from Vehicle,2018,9,Central Business District,49.28006771600322,-123.1177160535758,Summer
3312,Other Theft,2019,2,Central Business District,49.28070774330664,-123.12072605559152,Winter
3313,Vehicle Collision or Pedestrian Struck (with Injury),2020,11,Hastings-Sunrise,49.26200870829991,-123.05177430618193,Autumn
3314,Other Theft,2021,7,Kitsilano,49.27170583957269,-123.1582812711223,Summer
3315,Theft from Vehicle,2018,7,Kitsilano,49.269974802153726,-123.15744499454397,Summer
3316,Other Theft,2018,12,Central Business District,49.27547101485679,-123.12077032695072,Autumn
3317,Break and Enter Residential/Other,2018,12,Oakridge,49.2297273118321,-123.12346235191085,Autumn
3318,Theft from Vehicle,2021,9,Renfrew-Collingwood,49.251544628602325,-123.04630271762473,Summer
3319,Other Theft,2021,7,Sunset,49.21174131939209,-123.08949863437525,Summer
3320,Theft from Vehicle,2019,5,Riley Park,49.24271545701006,-123.09684332394038,Spring
3321,Vehicle Collision or Pedestrian Struck (with Injury),2019,6,Kitsilano,49.2707552956438,-123.1507177930859,Spring
3322,Theft from Vehicle,2020,10,Renfrew-Collingwood,49.25342243836906,-123.04154040935391,Autumn
3323,Theft from Vehicle,2022,1,Central Business District,49.283968593552856,-123.10709776364352,Winter
3324,Other Theft,2018,8,Hastings-Sunrise,49.28109257935561,-123.02865638825509,Summer
3325,Theft from Vehicle,2020,7,Central Business District,49.27719390407938,-123.12988256279132,Summer
3326,Other Theft,2018,3,Killarney,49.2247153074687,-123.04756516862328,Spring
3327,Theft from Vehicle,2019,8,Mount Pleasant,49.259779697937056,-123.094984300544,Summer
3328,Theft from Vehicle,2020,3,Mount Pleasant,49.26018876519865,-123.10299085978654,Winter
3329,Break and Enter Residential/Other,2019,12,Central Business District,49.28020092144788,-123.11189333518055,Autumn
3330,Theft from Vehicle,2018,1,Central Business District,49.2823900281972,-123.10323151552316,Winter
3331,Theft from Vehicle,2020,9,Marpole,49.2174313762155,-123.11094388742065,Autumn
3332,Other Theft,2022,3,Central Business District,49.28145601230649,-123.11959411771063,Winter
3333,Theft of Vehicle,2018,4,West End,49.28438434961537,-123.13981831709776,Spring
3334,Other Theft,2022,11,Arbutus Ridge,49.246131030027456,-123.15820557240068,Autumn
3335,Mischief,2019,11,Central Business District,49.282138079693794,-123.10810926133767,Autumn
3336,Mischief,2020,1,Central Business District,49.28049249829376,-123.10437879995212,Winter
3337,Mischief,2022,1,Central Business District,49.277698902339154,-123.09990149952766,Winter
3338,Other Theft,2021,3,Marpole,49.211044331927056,-123.10670267251868,Winter
3339,Theft from Vehicle,2019,1,Central Business District,49.280634313968,-123.10540893405393,Winter
3340,Break and Enter Commercial,2019,1,West End,49.281955440420205,-123.13586400902658,Winter
3341,Other Theft,2018,10,Central Business District,49.27888256018837,-123.11610166216792,Autumn
3342,Theft from Vehicle,2019,9,Central Business District,49.27862339926124,-123.108882495288,Summer
3343,Break and Enter Commercial,2019,10,Kitsilano,49.275915477488525,-123.14175424925996,Autumn
3344,Other Theft,2020,11,West End,49.285712646569614,-123.1395122048547,Autumn
3345,Theft from Vehicle,2021,6,Fairview,49.26339099656152,-123.12332044405998,Spring
3346,Theft from Vehicle,2020,1,Central Business District,49.282262713796,-123.10874618281584,Winter
3347,Theft of Vehicle,2020,10,Sunset,49.21226752978256,-123.08312237664762,Autumn
3348,Theft of Vehicle,2018,2,Oakridge,49.22908525379042,-123.11617728080476,Winter
3349,Vehicle Collision or Pedestrian Struck (with Injury),2020,8,Kerrisdale,49.22023772748156,-123.15096235887148,Summer
3350,Mischief,2021,7,Central Business District,49.28142090510625,-123.10123343841744,Summer
3351,Other Theft,2019,3,Mount Pleasant,49.27277644216952,-123.10010349474192,Spring
3352,Other Theft,2022,9,West End,49.28830996586764,-123.13906100921125,Summer
3353,Other Theft,2022,3,Mount Pleasant,49.26527432680891,-123.11467242452764,Winter
3354,Theft from Vehicle,2019,4,Central Business District,49.277928402254894,-123.1231078616954,Spring
3355,Break and Enter Residential/Other,2020,7,Arbutus Ridge,49.247998710048286,-123.16066980052253,Summer
3356,Mischief,2020,5,Fairview,49.26794630506133,-123.14455754854016,Spring
3357,Theft from Vehicle,2018,8,West Point Grey,49.260742590657145,-123.18800159877838,Summer
3358,Other Theft,2018,3,Fairview,49.26059015180099,-123.12324049102226,Winter
3359,Theft from Vehicle,2019,8,Central Business District,49.27884049807189,-123.11595270045204,Summer
3360,Other Theft,2022,3,West End,49.28225754960578,-123.13272881609956,Winter
3361,Break and Enter Commercial,2019,9,Fairview,49.2570464786553,-123.12018916007696,Summer
3362,Theft from Vehicle,2019,10,Central Business District,49.278601398421046,-123.12201140035091,Autumn
3363,Theft of Vehicle,2018,6,Riley Park,49.245539556660674,-123.09216165053348,Spring
3364,Other Theft,2019,11,Central Business District,49.28006771600322,-123.1177160535758,Autumn
3365,Break and Enter Commercial,2019,10,West End,49.292599368297445,-123.13729229470664,Autumn
3366,Theft from Vehicle,2022,10,West End,49.28180698458623,-123.1334435486377,Autumn
3367,Other Theft,2022,8,Sunset,49.21069229466819,-123.0992034981625,Summer
3368,Other Theft,2020,3,Central Business District,49.283767425993226,-123.11609556715692,Winter
3369,Theft from Vehicle,2018,7,Kitsilano,49.27439962293241,-123.14768337137706,Summer
3370,Other Theft,2022,7,Central Business District,49.28014014165115,-123.10755214392114,Summer
3371,Other Theft,2018,4,Central Business District,49.2823088065011,-123.11830254195398,Spring
3372,Theft from Vehicle,2018,6,Central Business District,49.28827276649915,-123.12072861681382,Summer
3373,Break and Enter Commercial,2022,10,Central Business District,49.28371462282309,-123.10233838021104,Autumn
3374,Break and Enter Commercial,2021,8,Central Business District,49.29148875497434,-123.12931795917264,Summer
3375,Theft from Vehicle,2022,11,Mount Pleasant,49.26291609869354,-123.101045501407,Autumn
3376,Theft from Vehicle,2019,4,Sunset,49.21469945927946,-123.07972710234812,Spring
3377,Theft of Bicycle,2019,12,Mount Pleasant,49.27164122873991,-123.10038180125548,Autumn
3378,Other Theft,2018,7,Kensington-Cedar Cottage,49.24466147086365,-123.084822862016,Summer
3379,Other Theft,2019,6,Fairview,49.26999890975895,-123.12133733233205,Summer
3380,Mischief,2021,7,Central Business District,49.28024230712538,-123.12143119619766,Summer
3381,Other Theft,2019,6,Grandview-Woodland,49.28028092002852,-123.06348620013594,Spring
3382,Theft from Vehicle,2019,6,West End,49.27785606885632,-123.13561361653198,Summer
3383,Theft from Vehicle,2020,8,Central Business District,49.279258164508434,-123.10327944375533,Summer
3384,Other Theft,2018,11,Fairview,49.26408265385939,-123.11516343926964,Autumn
3385,Theft from Vehicle,2018,2,Hastings-Sunrise,49.2886740546236,-123.05145971506175,Winter
3386,Break and Enter Commercial,2022,5,Central Business District,49.28179868293737,-123.12382636304017,Spring
3387,Other Theft,2019,5,Central Business District,49.28253946086779,-123.11814249232724,Spring
3388,Mischief,2020,5,Riley Park,49.252036698200016,-123.09859639953746,Spring
3389,Theft of Bicycle,2018,9,Hastings-Sunrise,49.28620085744027,-123.04399475971408,Summer
3390,Mischief,2019,1,Central Business District,49.28246772422974,-123.1182103167794,Winter
3391,Other Theft,2018,11,Strathcona,49.2741209029858,-123.09850093267836,Autumn
3392,Theft from Vehicle,2020,10,Mount Pleasant,49.262118237205534,-123.10519296154752,Autumn
3393,Other Theft,2021,11,Grandview-Woodland,49.269619707302624,-123.07070990495542,Autumn
3394,Theft from Vehicle,2019,9,Central Business District,49.28717285267257,-123.11499426113514,Summer
3395,Mischief,2019,9,Strathcona,49.28306877376031,-123.0952721973317,Summer
3396,Other Theft,2022,9,West End,49.28078283044293,-123.1317257900446,Summer
3397,Break and Enter Residential/Other,2018,11,Grandview-Woodland,49.26873160178744,-123.07352299380716,Autumn
3398,Other Theft,2020,3,Renfrew-Collingwood,49.26185437289896,-123.03782242938752,Spring
3399,Other Theft,2022,11,Central Business District,49.28389889071806,-123.11670522276012,Autumn
3400,Break and Enter Commercial,2020,5,West End,49.287083644266005,-123.12832897605226,Spring
3401,Theft from Vehicle,2018,5,Grandview-Woodland,49.289323594123005,-123.05930760039224,Spring
3402,Other Theft,2019,4,Sunset,49.21069229466819,-123.0992034981625,Spring
